@relation adult_test.data-weka.filters.supervised.instance.Resample-B0.0-S1-Z70.0-no-replacement-weka.filters.supervised.instance.Resample-B0.0-S1-Z30.0-no-replacement-weka.filters.supervised.instance.Resample-B0.0-S1-Z30.0-no-replacement

@attribute age numeric
@attribute ' workclass' {' State-gov',' Self-emp-not-inc',' Private',' Federal-gov',' Local-gov',' ?',' Self-emp-inc',' Without-pay',' Never-worked'}
@attribute ' fnlwg' numeric
@attribute ' education' {' Bachelors',' HS-grad',' 11th',' Masters',' 9th',' Some-college',' Assoc-acdm',' Assoc-voc',' 7th-8th',' Doctorate',' Prof-school',' 5th-6th',' 10th',' 1st-4th',' Preschool',' 12th'}
@attribute ' education-num' numeric
@attribute ' marital-status' {' Never-married',' Married-civ-spouse',' Divorced',' Married-spouse-absent',' Separated',' Married-AF-spouse',' Widowed'}
@attribute ' occupation' {' Adm-clerical',' Exec-managerial',' Handlers-cleaners',' Prof-specialty',' Other-service',' Sales',' Craft-repair',' Transport-moving',' Farming-fishing',' Machine-op-inspct',' Tech-support',' ?',' Protective-serv',' Armed-Forces',' Priv-house-serv'}
@attribute ' relationship' {' Not-in-family',' Husband',' Wife',' Own-child',' Unmarried',' Other-relative'}
@attribute ' race' {' White',' Black',' Asian-Pac-Islander',' Amer-Indian-Eskimo',' Other'}
@attribute ' sex' {' Male',' Female'}
@attribute ' capital-gain' numeric
@attribute ' capital-loss' numeric
@attribute ' hours-per-week' numeric
@attribute ' native-country' {' United-States',' Cuba',' Jamaica',' India',' ?',' Mexico',' South',' Puerto-Rico',' Honduras',' England',' Canada',' Germany',' Iran',' Philippines',' Italy',' Poland',' Columbia',' Cambodia',' Thailand',' Ecuador',' Laos',' Taiwan',' Haiti',' Portugal',' Dominican-Republic',' El-Salvador',' France',' Guatemala',' China',' Japan',' Yugoslavia',' Peru',' Outlying-US(Guam-USVI-etc)',' Scotland',' Trinadad&Tobago',' Greece',' Nicaragua',' Vietnam',' Hong',' Ireland',' Hungary',' Holand-Netherlands'}
@attribute ' class' {' <=50K',' >50K',suspicious}

@data
81,' Self-emp-not-inc',240414,?,13,' Widowed',' Farming-fishing',' Not-in-family',' White',' Male',0,0,30,' United-States',' <=50K'
47,' Private',263984,' Some-college',10,' Married-spouse-absent',' Exec-managerial',' Not-in-family',' Black',' Male',0,0,40,' ?',' <=50K'
19,' Local-gov',43921,' Some-college',10,' Never-married',' Machine-op-inspct',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
25,' Private',232938,' Some-college',10,' Never-married',' Farming-fishing',' Unmarried',' White',' Male',0,0,40,' United-States',' <=50K'
43,' Private',199689,?,13,' Married-spouse-absent',' Sales',' Unmarried',' White',' Female',0,0,20,' United-States',' <=50K'
43,' Private',56651,' HS-grad',9,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,50,' United-States',' <=50K'
34,' Private',113751,' 11th',7,' Divorced',' Sales',' Own-child',' Black',' Female',0,0,37,' United-States',' <=50K'
50,' ?',339547,' Some-college',10,' Married-civ-spouse',' ?',' Husband',' Asian-Pac-Islander',' Male',0,0,50,' ?',' <=50K'
27,' ?',119851,' Some-college',10,' Divorced',' ?',' Unmarried',' Amer-Indian-Eskimo',' Female',0,0,40,' United-States',' <=50K'
29,' Private',226941,' Some-college',10,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,55,' United-States',' <=50K'
23,' Private',365881,?,13,' Never-married',' Exec-managerial',' Not-in-family',' White',' Male',0,0,25,' United-States',' <=50K'
28,' Private',370675,?,13,' Never-married',' Prof-specialty',' Not-in-family',' White',' Female',0,1408,50,' Hong',' <=50K'
47,' Local-gov',202606,' Assoc-acdm',12,' Never-married',' Exec-managerial',' Not-in-family',' Black',' Female',0,0,40,' United-States',' <=50K'
34,' Private',223212,?,13,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,45,' Peru',' <=50K'
44,' Private',112847,' 7th-8th',4,' Married-civ-spouse',' Craft-repair',' Husband',' Asian-Pac-Islander',' Male',0,0,40,' Philippines',' <=50K'
34,' Federal-gov',77218,' HS-grad',9,' Divorced',' Adm-clerical',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
39,' Local-gov',131239,' Masters',14,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
22,' Private',272591,' 10th',6,' Never-married',' Machine-op-inspct',' Not-in-family',' White',' Male',0,0,30,' United-States',' <=50K'
35,' Private',209629,?,13,' Never-married',' Prof-specialty',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
18,' Private',217302,' HS-grad',9,' Never-married',' Other-service',' Not-in-family',' White',' Male',0,0,30,' United-States',' <=50K'
41,' Private',275446,' Some-college',10,' Separated',' Machine-op-inspct',' Not-in-family',' Black',' Male',0,0,40,' United-States',' <=50K'
21,' Local-gov',166827,' Some-college',10,' Never-married',' Other-service',' Not-in-family',' White',' Female',0,0,32,' United-States',' <=50K'
46,' Federal-gov',171850,' HS-grad',9,' Divorced',' Exec-managerial',' Not-in-family',' White',' Male',0,0,42,' United-States',' <=50K'
20,' Private',313873,' HS-grad',9,' Never-married',' Transport-moving',' Own-child',' White',' Male',0,0,30,' United-States',' <=50K'
30,' Private',117584,' Masters',14,' Never-married',' Prof-specialty',' Not-in-family',' Black',' Female',0,0,20,' United-States',' <=50K'
25,' Private',90752,?,13,' Never-married',' Sales',' Own-child',' White',' Female',0,0,30,' United-States',' <=50K'
70,' Private',50468,' HS-grad',9,' Divorced',' Handlers-cleaners',' Not-in-family',' White',' Male',0,3175,15,' United-States',' <=50K'
29,' Private',204516,?,13,' Divorced',' Prof-specialty',' Not-in-family',' White',' Male',0,0,52,' United-States',' <=50K'
28,' ?',192257,' Some-college',10,' Married-civ-spouse',' ?',' Husband',' White',' Male',0,0,5,' United-States',' <=50K'
62,' Private',175080,' HS-grad',9,' Married-civ-spouse',' Adm-clerical',?,' White',' Female',0,0,40,' United-States',' <=50K'
54,' Private',139127,' HS-grad',9,' Divorced',' Other-service',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
28,' Private',34452,' Assoc-voc',11,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,50,' United-States',' <=50K'
19,' ?',91278,' Some-college',10,' Never-married',' ?',' Own-child',' White',' Male',0,0,25,' United-States',' <=50K'
66,' Private',104936,' 10th',6,' Widowed',' Other-service',' Unmarried',' White',' Female',0,0,38,' United-States',' <=50K'
26,' Private',55860,' Masters',14,' Never-married',' Prof-specialty',' Not-in-family',' Black',' Female',0,0,40,' United-States',' <=50K'
43,' Private',145784,' HS-grad',9,' Never-married',' Other-service',' Other-relative',' Asian-Pac-Islander',' Female',0,0,40,' ?',' <=50K'
28,' Private',212068,?,13,' Never-married',' Sales',' Not-in-family',' White',' Male',0,1980,40,' United-States',' <=50K'
41,' Private',386236,' 5th-6th',3,' Married-civ-spouse',' Farming-fishing',' Husband',' White',' Male',0,0,30,' Mexico',' <=50K'
57,' Local-gov',139095,' HS-grad',9,' Divorced',' Adm-clerical',' Unmarried',' White',' Female',0,0,40,' United-States',' <=50K'
60,' Private',39263,' Masters',14,' Never-married',' Exec-managerial',' Not-in-family',' White',' Female',3325,0,35,' United-States',' <=50K'
26,' Local-gov',197430,?,13,' Never-married',' Prof-specialty',' Not-in-family',' White',' Female',0,0,50,' United-States',' <=50K'
38,' Self-emp-inc',186845,?,13,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
23,' ?',164732,' Some-college',10,' Never-married',' ?',' Not-in-family',' White',' Male',0,0,10,' United-States',' <=50K'
19,' Without-pay',43627,' HS-grad',9,' Never-married',' Other-service',' Own-child',' White',' Male',0,0,10,' United-States',' <=50K'
17,' Private',80576,' 10th',6,' Never-married',' Other-service',' Own-child',' White',' Female',0,0,16,' United-States',' <=50K'
80,' Private',216073,' 5th-6th',3,' Married-civ-spouse',' Other-service',' Husband',' White',' Male',0,0,32,' United-States',' <=50K'
21,' Private',263886,' Some-college',10,' Never-married',' Adm-clerical',' Not-in-family',' Black',' Female',0,0,20,' United-States',' <=50K'
37,' Self-emp-not-inc',183127,' HS-grad',9,' Divorced',' Sales',' Own-child',' White',' Female',0,0,40,' United-States',' <=50K'
22,' Private',41763,' HS-grad',9,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,42,' United-States',' <=50K'
36,' State-gov',173273,' Masters',14,' Never-married',' Prof-specialty',' Not-in-family',' Black',' Female',0,0,40,' United-States',' <=50K'
45,' Private',130561,' 11th',7,' Never-married',' Sales',' Not-in-family',' Black',' Female',0,0,35,' United-States',' <=50K'
69,' Private',31501,' Assoc-voc',11,' Widowed',' Adm-clerical',' Unmarried',' White',' Female',0,0,40,' United-States',' <=50K'
46,' Private',168191,' HS-grad',9,' Separated',' Craft-repair',' Not-in-family',' White',' Male',0,0,2,' Italy',' <=50K'
33,' Federal-gov',49358,' 10th',6,' Never-married',' Other-service',' Unmarried',' Black',' Female',0,0,40,' United-States',' <=50K'
40,' ?',253717,' 11th',7,' Married-civ-spouse',' ?',?,' White',' Female',0,0,16,' United-States',' <=50K'
61,' Private',53707,' 7th-8th',4,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,50,' United-States',' <=50K'
39,' Private',352188,?,13,' Never-married',' Adm-clerical',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
34,' Private',398874,?,13,' Never-married',' Prof-specialty',' Not-in-family',' White',' Male',0,0,42,' United-States',' <=50K'
54,' Private',175339,' HS-grad',9,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,50,' United-States',' <=50K'
39,' State-gov',178100,?,13,' Never-married',' Prof-specialty',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
32,' Local-gov',210448,' Some-college',10,' Married-civ-spouse',' Craft-repair',' Other-relative',' White',' Male',0,0,40,' United-States',' <=50K'
17,' Private',74706,' 11th',7,' Never-married',' Priv-house-serv',' Own-child',' White',' Male',0,0,20,' United-States',' <=50K'
28,' Private',340269,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',3137,0,45,' United-States',' <=50K'
43,' Private',132633,' Some-college',10,' Married-civ-spouse',' Handlers-cleaners',?,' White',' Female',0,0,40,' ?',' <=50K'
28,' Private',164575,' Some-college',10,' Married-civ-spouse',' Adm-clerical',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
36,' State-gov',180220,' HS-grad',9,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,50,' United-States',' <=50K'
26,' Private',246156,' 10th',6,' Never-married',' Craft-repair',' Other-relative',' White',' Male',0,0,24,' Honduras',' <=50K'
30,' Private',143540,' 9th',5,' Married-civ-spouse',' Farming-fishing',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
52,' Private',120914,' Some-college',10,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
28,' Private',217545,' HS-grad',9,' Divorced',' Craft-repair',' Unmarried',' White',' Male',0,0,40,' ?',' <=50K'
66,' Private',97847,' Assoc-voc',11,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,38,' United-States',' <=50K'
34,' Private',162604,' HS-grad',9,' Never-married',' Craft-repair',' Other-relative',' Black',' Male',0,0,40,' United-States',' <=50K'
46,' Private',28497,' Some-college',10,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,8,' United-States',' <=50K'
77,' Self-emp-not-inc',34761,' 7th-8th',4,' Married-civ-spouse',' Farming-fishing',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
53,' Private',136080,' HS-grad',9,' Divorced',' Priv-house-serv',' Not-in-family',' White',' Female',0,0,50,' United-States',' <=50K'
39,' Private',116477,' Assoc-voc',11,' Divorced',' Tech-support',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
18,' Private',137363,' Some-college',10,' Never-married',' Other-service',' Own-child',' White',' Female',0,0,20,' United-States',' <=50K'
33,' State-gov',35306,' 9th',5,' Never-married',' Other-service',' Own-child',' White',' Female',0,0,44,' United-States',' <=50K'
22,' Private',268525,?,13,' Never-married',' Prof-specialty',' Not-in-family',' White',' Male',0,0,50,' United-States',' <=50K'
57,' Private',106910,' HS-grad',9,' Divorced',' Adm-clerical',' Unmarried',' Asian-Pac-Islander',' Female',0,0,40,' United-States',' <=50K'
59,' ?',291856,' HS-grad',9,' Married-civ-spouse',' ?',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
27,' Private',105830,' Some-college',10,' Never-married',' Exec-managerial',' Unmarried',' White',' Female',0,0,40,' United-States',' <=50K'
45,' Private',235646,' Some-college',10,' Never-married',' Exec-managerial',' Not-in-family',' White',' Male',0,0,45,' United-States',' <=50K'
28,' Self-emp-not-inc',147951,' Assoc-voc',11,' Married-civ-spouse',' Farming-fishing',' Husband',' White',' Male',0,0,80,' United-States',' <=50K'
42,' Local-gov',335248,' Assoc-voc',11,' Divorced',' Prof-specialty',' Not-in-family',' White',' Female',0,0,36,' United-States',' <=50K'
52,' Federal-gov',157454,' HS-grad',9,' Never-married',' Machine-op-inspct',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
20,' Private',119665,' HS-grad',9,' Never-married',' Craft-repair',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
33,' Private',182511,' Assoc-voc',11,' Divorced',' Adm-clerical',' Unmarried',' White',' Female',0,0,40,' United-States',' <=50K'
27,' State-gov',187327,' HS-grad',9,' Separated',' Protective-serv',' Not-in-family',' White',' Male',0,0,45,' United-States',' <=50K'
42,' Private',138872,' HS-grad',9,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,99,' United-States',' <=50K'
31,' Private',116508,' HS-grad',9,' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',0,0,48,' United-States',' <=50K'
46,' Self-emp-inc',218890,' HS-grad',9,' Divorced',' Other-service',' Not-in-family',' White',' Female',0,0,60,' United-States',' <=50K'
44,' Private',180019,' HS-grad',9,' Married-spouse-absent',' Adm-clerical',' Unmarried',' White',' Female',0,0,40,' United-States',' <=50K'
30,' Private',203181,' Assoc-voc',11,' Never-married',' Exec-managerial',' Own-child',' White',' Male',0,0,36,' United-States',' <=50K'
24,' Private',117789,?,13,' Never-married',' Prof-specialty',' Own-child',' White',' Female',0,0,40,' United-States',' <=50K'
22,' Private',228394,' HS-grad',9,' Never-married',' Other-service',' Not-in-family',' White',' Female',0,0,50,' United-States',' <=50K'
28,' Private',162501,' HS-grad',9,' Never-married',' Adm-clerical',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
51,' Private',230095,' 10th',6,' Widowed',' Other-service',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
35,' Private',105994,' 11th',7,' Never-married',' Machine-op-inspct',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
59,' Private',112798,' HS-grad',9,' Divorced',' Prof-specialty',' Unmarried',' White',' Female',0,0,60,' United-States',' <=50K'
31,' Private',187215,' HS-grad',9,' Never-married',' Priv-house-serv',' Not-in-family',' White',' Female',0,0,40,' El-Salvador',' <=50K'
24,' Private',203203,?,13,' Never-married',' Sales',' Not-in-family',' White',' Female',0,0,25,' United-States',' <=50K'
53,' Local-gov',139671,' Some-college',10,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,50,' United-States',' <=50K'
42,' Private',163985,' HS-grad',9,' Separated',' Transport-moving',' Not-in-family',' White',' Male',0,0,27,' United-States',' <=50K'
48,' Private',70668,' 10th',6,' Never-married',' Priv-house-serv',' Other-relative',' White',' Female',0,0,40,' United-States',' <=50K'
17,' Private',93511,' 11th',7,' Never-married',' Sales',' Own-child',' White',' Female',0,0,15,' United-States',' <=50K'
61,' Private',27086,' HS-grad',9,' Divorced',' Transport-moving',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
32,' Private',400535,' Some-college',10,' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
17,' ?',103851,' 11th',7,' Never-married',' ?',' Own-child',' White',' Female',0,0,45,' United-States',' <=50K'
52,' Private',24740,' HS-grad',9,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,1740,55,' United-States',' <=50K'
35,' Self-emp-not-inc',210830,' HS-grad',9,' Never-married',' Other-service',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
64,' Private',137135,' HS-grad',9,' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',0,0,48,' United-States',' <=50K'
26,' Private',379246,' Some-college',10,' Never-married',' Other-service',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
81,' Self-emp-inc',104443,' HS-grad',9,' Widowed',' Sales',' Not-in-family',' White',' Female',0,0,40,' ?',' <=50K'
57,' Private',157271,' 11th',7,' Divorced',' Other-service',' Not-in-family',' Black',' Male',0,0,54,' United-States',' <=50K'
43,' Private',187164,' HS-grad',9,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,50,' United-States',' <=50K'
62,' Private',256723,' Some-college',10,' Divorced',' Farming-fishing',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
21,' Private',449101,' HS-grad',9,' Never-married',' Exec-managerial',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
29,' Private',249948,?,13,' Never-married',' Adm-clerical',' Not-in-family',' White',' Female',0,0,50,' United-States',' <=50K'
40,' Private',305348,' 9th',5,' Never-married',' Craft-repair',' Other-relative',' Black',' Male',0,0,40,' United-States',' <=50K'
79,' ?',48574,' 7th-8th',4,' Widowed',' ?',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
43,' Private',52433,' Some-college',10,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,70,' United-States',' <=50K'
68,' Private',90526,' 12th',8,' Married-civ-spouse',' Farming-fishing',' Husband',' White',' Male',0,0,35,' United-States',' <=50K'
22,' Federal-gov',104443,' Some-college',10,' Never-married',' Adm-clerical',' Own-child',' White',' Female',0,0,20,' United-States',' <=50K'
22,' Private',345066,' 10th',6,' Never-married',' Other-service',' Unmarried',' Black',' Female',0,0,40,' United-States',' <=50K'
33,' Private',90409,?,13,' Never-married',' Sales',' Not-in-family',' White',' Male',0,0,45,' United-States',' <=50K'
20,' ?',316304,' Some-college',10,' Never-married',' ?',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
27,' Private',29261,' Assoc-acdm',12,' Never-married',' Other-service',' Other-relative',' White',' Male',0,0,42,' United-States',' <=50K'
24,' Private',183772,' HS-grad',9,' Never-married',' Craft-repair',' Unmarried',' White',' Female',0,0,40,' United-States',' <=50K'
73,' ?',73402,' Some-college',10,' Married-civ-spouse',' ?',' Husband',' White',' Male',0,0,10,' United-States',' <=50K'
48,' Private',105357,' HS-grad',9,' Never-married',' Sales',' Unmarried',' White',' Female',0,0,40,' United-States',' <=50K'
25,' Private',116915,' Some-college',10,' Never-married',' Craft-repair',' Other-relative',' White',' Male',0,0,40,' United-States',' <=50K'
32,' Private',352089,' HS-grad',9,' Divorced',' Adm-clerical',' Not-in-family',' White',' Female',0,0,38,' United-States',' <=50K'
67,' Self-emp-inc',323636,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,15,' Canada',' <=50K'
44,' Private',196234,' 9th',5,' Divorced',' Other-service',' Unmarried',' White',' Female',0,0,55,' Dominican-Republic',' <=50K'
19,' ?',155863,' Some-college',10,' Never-married',' ?',' Own-child',' White',' Female',0,1602,30,' United-States',' <=50K'
20,' Private',230574,' 7th-8th',4,' Never-married',' Machine-op-inspct',' Own-child',' White',' Male',0,0,40,' Mexico',' <=50K'
29,' Private',159109,' 11th',7,' Never-married',' Transport-moving',' Unmarried',' White',' Male',0,0,40,' United-States',' <=50K'
24,' Private',224059,' HS-grad',9,' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
71,' Private',155093,' Assoc-voc',11,' Widowed',' Adm-clerical',' Not-in-family',' White',' Female',0,0,20,' United-States',' <=50K'
27,' ?',108926,' Some-college',10,' Married-civ-spouse',' ?',' Husband',' Black',' Male',0,0,5,' United-States',' <=50K'
34,' Private',196253,' Some-college',10,' Divorced',' Adm-clerical',' Unmarried',' White',' Female',0,0,40,' United-States',' <=50K'
48,' Private',275154,' HS-grad',9,' Married-civ-spouse',' Handlers-cleaners',' Husband',' Black',' Male',0,0,40,' United-States',' <=50K'
44,' Private',166740,' Assoc-voc',11,' Married-civ-spouse',' Tech-support',' Husband',' White',' Male',0,0,45,' United-States',' <=50K'
23,' Private',215616,' HS-grad',9,' Never-married',' Adm-clerical',' Not-in-family',' White',' Female',0,0,37,' United-States',' <=50K'
38,' Private',237091,' Some-college',10,' Married-spouse-absent',' Other-service',' Unmarried',' White',' Female',0,0,36,' Peru',' <=50K'
32,' Private',28984,' Some-college',10,' Never-married',' Other-service',' Not-in-family',' White',' Female',0,2001,25,' United-States',' <=50K'
35,' Private',32528,' Some-college',10,' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
29,' Self-emp-not-inc',267661,' Assoc-voc',11,' Never-married',' Farming-fishing',' Not-in-family',' White',' Male',0,0,75,' United-States',' <=50K'
60,' Private',298967,' 7th-8th',4,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,15,' United-States',' <=50K'
52,' Private',234286,' Some-college',10,' Divorced',' Transport-moving',' Not-in-family',' White',' Male',0,0,84,' United-States',' <=50K'
27,' Private',108574,' HS-grad',9,' Never-married',' Other-service',' Own-child',' White',' Female',0,0,40,' United-States',' <=50K'
30,' Self-emp-not-inc',100252,' HS-grad',9,' Married-civ-spouse',' Machine-op-inspct',' Own-child',' Asian-Pac-Islander',' Male',0,0,60,' South',' <=50K'
50,' Private',68898,' Assoc-voc',11,' Married-civ-spouse',' Protective-serv',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
38,' Self-emp-not-inc',589838,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,47,' United-States',' <=50K'
34,' Self-emp-not-inc',372793,?,13,' Divorced',' Exec-managerial',' Not-in-family',' Black',' Male',0,0,21,' ?',' <=50K'
45,' Federal-gov',90533,?,13,' Never-married',' Exec-managerial',' Not-in-family',' White',' Female',0,0,45,' United-States',' <=50K'
19,' Private',202951,' Some-college',10,' Never-married',' Handlers-cleaners',' Own-child',' White',' Male',0,0,20,' United-States',' <=50K'
29,' ?',429696,' Some-college',10,' Married-civ-spouse',' ?',' Own-child',' Black',' Female',0,0,14,' United-States',' <=50K'
54,' Private',64421,' Some-college',10,' Widowed',' Tech-support',' Unmarried',' White',' Female',0,0,40,' United-States',' <=50K'
20,' Private',163687,' Some-college',10,' Never-married',' Other-service',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
38,' Private',190759,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,42,' United-States',' <=50K'
68,' ?',294420,?,13,' Widowed',' ?',' Not-in-family',' White',' Female',0,0,2,' United-States',' <=50K'
52,' Private',176409,?,13,' Divorced',' Adm-clerical',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
50,' Private',154043,' HS-grad',9,' Widowed',' Adm-clerical',' Other-relative',' Black',' Female',0,0,40,' United-States',' <=50K'
39,' Private',148485,' Some-college',10,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,50,' United-States',' <=50K'
24,' Private',131220,' HS-grad',9,' Never-married',' Adm-clerical',' Own-child',' Black',' Female',0,0,40,' United-States',' <=50K'
48,' Private',103648,' Assoc-voc',11,' Divorced',' Tech-support',' Unmarried',' White',' Female',0,0,41,' United-States',' <=50K'
20,' Local-gov',298871,' HS-grad',9,' Never-married',' Other-service',' Own-child',' Asian-Pac-Islander',' Male',0,0,10,' United-States',' <=50K'
62,' Private',177493,' 12th',8,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,30,' United-States',' <=50K'
21,' Private',522881,' Assoc-voc',11,' Never-married',' Exec-managerial',' Other-relative',' White',' Male',0,0,40,' Mexico',' <=50K'
39,' Self-emp-not-inc',54022,' Some-college',10,' Married-civ-spouse',' Machine-op-inspct',?,' White',' Female',0,0,40,' United-States',' <=50K'
30,' Private',264025,' HS-grad',9,' Separated',' Transport-moving',' Unmarried',' Black',' Male',1506,0,80,' United-States',' <=50K'
33,' Private',187618,?,13,' Never-married',' Prof-specialty',' Own-child',' White',' Male',0,1741,40,' United-States',' <=50K'
66,' State-gov',148380,' HS-grad',9,' Married-civ-spouse',' Machine-op-inspct',?,' White',' Female',1424,0,10,' United-States',' <=50K'
18,' Private',70240,' HS-grad',9,' Never-married',' Sales',' Own-child',' Asian-Pac-Islander',' Female',0,0,40,' United-States',' <=50K'
17,' Self-emp-not-inc',33230,' 11th',7,' Never-married',' Farming-fishing',' Own-child',' White',' Male',0,0,15,' United-States',' <=50K'
33,' Local-gov',66278,' Masters',14,' Never-married',' Prof-specialty',' Not-in-family',' White',' Female',0,0,45,' United-States',' <=50K'
28,' Private',30912,' Assoc-acdm',12,' Never-married',' Machine-op-inspct',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
24,' Private',110371,' HS-grad',9,' Divorced',' Protective-serv',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
37,' State-gov',106347,' Masters',14,' Never-married',' Exec-managerial',' Not-in-family',' White',' Male',0,0,65,' United-States',' <=50K'
20,' Private',258730,' HS-grad',9,' Never-married',' Priv-house-serv',' Own-child',' White',' Female',0,0,40,' United-States',' <=50K'
28,' Private',147889,' 10th',6,' Married-AF-spouse',' Other-service',?,' White',' Female',0,0,40,' United-States',' <=50K'
27,' ?',132372,' HS-grad',9,' Never-married',' ?',' Unmarried',' White',' Female',0,0,40,' ?',' <=50K'
30,' Private',101562,' HS-grad',9,' Never-married',' Adm-clerical',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
66,' Private',250226,' HS-grad',9,' Widowed',' Sales',' Not-in-family',' White',' Female',0,0,16,' United-States',' <=50K'
31,' Self-emp-not-inc',113752,' Some-college',10,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,50,' United-States',' <=50K'
35,' Private',99065,' Assoc-acdm',12,' Divorced',' Adm-clerical',' Unmarried',' White',' Female',0,0,32,' United-States',' <=50K'
55,' Self-emp-not-inc',126840,' Some-college',10,' Divorced',' Machine-op-inspct',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
41,' Private',230931,' HS-grad',9,' Never-married',' Other-service',' Unmarried',' White',' Female',0,0,40,' Puerto-Rico',' <=50K'
27,' Private',55950,' Some-college',10,' Never-married',' Exec-managerial',' Not-in-family',' Black',' Female',0,0,40,' United-States',' <=50K'
64,' ?',192715,?,13,' Married-civ-spouse',' ?',' Husband',' White',' Male',0,1672,10,' United-States',' <=50K'
33,' Local-gov',217304,?,13,' Never-married',' Adm-clerical',' Not-in-family',' Black',' Male',0,0,40,' United-States',' <=50K'
24,' Private',179423,?,13,' Never-married',' Adm-clerical',' Own-child',' White',' Female',0,0,20,' United-States',' <=50K'
19,' Private',105460,' Some-college',10,' Never-married',' Other-service',' Own-child',' White',' Male',0,0,20,' United-States',' <=50K'
46,' Private',175622,' Assoc-voc',11,' Married-civ-spouse',' Tech-support',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
40,' Private',30201,' Assoc-voc',11,' Divorced',' Handlers-cleaners',' Not-in-family',' White',' Female',0,0,35,' United-States',' <=50K'
